,_id,description,Bert_Label,Flair_Label,BL_Label,CE_Label,BLTC_Label,Expert1,Expert2,Expert3,Final_Label
78,CVE-2016-3575,"Unspecified vulnerability in the Outside In Technology component in Oracle Fusion Middleware 8.5.0, 8.5.1, and 8.5.2 allows remote attackers to affect confidentiality, integrity, and availability via vectors related to Outside In Filters, a different vulnerability than CVE-2016-3574, CVE-2016-3576, CVE-2016-3577, CVE-2016-3578, CVE-2016-3579, CVE-2016-3580, CVE-2016-3581, CVE-2016-3582, CVE-2016-3583, CVE-2016-3590, CVE-2016-3591, CVE-2016-3592, CVE-2016-3593, CVE-2016-3594, CVE-2016-3595, and CVE-2016-3596.",sensitive data exposure,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
79,CVE-2009-1984,"Unspecified vulnerability in the Application Install component in Oracle E-Business Suite 11.5.10.2, 12.0.6, and 12.1 allows local users to affect confidentiality, integrity, and availability via unknown vectors related to the Patch Administrator.",disabling security tools,code injection,unknown attack,system misconfiguration,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
80,CVE-2014-6545,"Unspecified vulnerability in the Java VM component in Oracle Database Server 11.1.0.7, 11.2.0.3, 11.2.0.4, 12.1.0.1, and 12.1.0.2 allows remote authenticated users to affect confidentiality, integrity, and availability via unknown vectors, a different vulnerability than CVE-2014-6453, CVE-2014-6467, and CVE-2014-6560.",server-side request forgery,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
81,CVE-2009-1975,"Unspecified vulnerability in the WebLogic Server component in BEA Product Suite 10.3 allows remote attackers to affect confidentiality, integrity, and availability, related to the WLS Console Package.",server-side request forgery,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
82,CVE-2018-3290,"Vulnerability in the Oracle VM VirtualBox component of Oracle Virtualization (subcomponent: Core). The supported version that is affected is Prior to 5.2.20. Easily exploitable vulnerability allows unauthenticated attacker with logon to the infrastructure where Oracle VM VirtualBox executes to compromise Oracle VM VirtualBox. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Oracle VM VirtualBox, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Oracle VM VirtualBox. CVSS 3.0 Base Score 8.6 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H).",memory based attack,No Label,unauthorized access,sensitive data exposure,unauthorized access,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
83,CVE-2014-2418,"Unspecified vulnerability in the Oracle Data Integrator component in Oracle Fusion Middleware 11.1.1.3.0 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Data Quality, a different vulnerability than CVE-2014-2407, CVE-2014-2415, CVE-2014-2416, and CVE-2014-2417.",server-side request forgery,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
84,CVE-2012-5066,"Unspecified vulnerability in the Oracle Central Designer component in Oracle Industry Applications 1.3, 1.4, and 1.4.2 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.",server-side request forgery,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
85,CVE-2020-14841,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Core). Supported versions that are affected are 10.3.6.0.0, 12.1.3.0.0, 12.2.1.3.0, 12.2.1.4.0 and 14.1.1.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via IIOP to compromise Oracle WebLogic Server. Successful attacks of this vulnerability can result in takeover of Oracle WebLogic Server. CVSS 3.1 Base Score 9.8 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).",server-side request forgery,No Label,unauthorized access,dns attack,unauthorized access,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
86,CVE-2016-3511,"Unspecified vulnerability in Oracle Java SE 7u101 and 8u92 allows local users to affect confidentiality, integrity, and availability via vectors related to Deployment.",server-side request forgery,code injection,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
87,CVE-2015-2606,"Unspecified vulnerability in the Oracle Endeca Information Discovery Studio component in Oracle Fusion Middleware 2.2.2, 2.3, 2.4, 3.0, and 3.1 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Integrator, a different vulnerability than CVE-2015-2602, CVE-2015-2603, CVE-2015-2604, CVE-2015-2605, and CVE-2015-4745.",server-side request forgery,system misconfiguration,unknown attack,unknown attack,unknown attack,Unknown Attack,Unknown Attack,Unknown Attack,unknown attack
88,CVE-2018-20727,"Multiple command injection vulnerabilities in NeDi before 1.7Cp3 allow authenticated users to execute code on the server side via the flt parameter to Nodes-Traffic.php, the dv parameter to Devices-Graph.php, or the tit parameter to drawmap.php.",server-side request forgery,code injection,code injection,code injection,code injection,Code Injection,Code Injection,Code Injection,code injection
89,CVE-2015-8406,"Use-after-free vulnerability in Adobe Flash Player before 18.0.0.268 and 19.x and 20.x before 20.0.0.228 on Windows and OS X and before 11.2.202.554 on Linux, Adobe AIR before 20.0.0.204, Adobe AIR SDK before 20.0.0.204, and Adobe AIR SDK & Compiler before 20.0.0.204 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-8048, CVE-2015-8049, CVE-2015-8050, CVE-2015-8055, CVE-2015-8056, CVE-2015-8057, CVE-2015-8058, CVE-2015-8059, CVE-2015-8061, CVE-2015-8062, CVE-2015-8063, CVE-2015-8064, CVE-2015-8065, CVE-2015-8066, CVE-2015-8067, CVE-2015-8068, CVE-2015-8069, CVE-2015-8070, CVE-2015-8071, CVE-2015-8401, CVE-2015-8402, CVE-2015-8403, CVE-2015-8404, CVE-2015-8405, CVE-2015-8410, CVE-2015-8411, CVE-2015-8412, CVE-2015-8413, CVE-2015-8414, CVE-2015-8420, CVE-2015-8421, CVE-2015-8422, CVE-2015-8423, CVE-2015-8424, CVE-2015-8425, CVE-2015-8426, CVE-2015-8427, CVE-2015-8428, CVE-2015-8429, CVE-2015-8430, CVE-2015-8431, CVE-2015-8432, CVE-2015-8433, CVE-2015-8434, CVE-2015-8435, CVE-2015-8436, CVE-2015-8437, CVE-2015-8441, CVE-2015-8442, CVE-2015-8447, CVE-2015-8448, CVE-2015-8449, CVE-2015-8450, CVE-2015-8452, and CVE-2015-8454.",disabling security tools,denial of service,unauthorized access,credentials,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
90,CVE-2018-1270,"Spring Framework, versions 5.0 prior to 5.0.5 and versions 4.3 prior to 4.3.15 and older unsupported versions, allow applications to expose STOMP over WebSocket endpoints with a simple, in-memory STOMP broker through the spring-messaging module. A malicious user (or attacker) can craft a message to the broker that can lead to a remote code execution attack.",web session cookie,No Label,memory based attack,memory based attack,memory based attack,Code Injection,Code Injection,Code Injection,code injection
91,CVE-2016-4332,"The library's failure to check if certain message types support a particular flag, the HDF5 1.8.16 library will cast the structure to an alternative structure and then assign to fields that aren't supported by the message type and the library will write outside the bounds of the heap buffer. This can lead to code execution under the context of the library.",memory based attack,code injection,system misconfiguration,code injection,system misconfiguration,Code Injection,"Code Injection, Heap Overflow ",Code Injection,code injection
92,CVE-2021-31343,The jutil.dll library in all versions of Solid Edge SE2020 before 2020MP14 and all versions of Solid Edge SE2021 before SE2021MP5 lack proper validation of user-supplied data when parsing DFT files. This could result in an out-of-bounds write past the end of an allocation structure. An attacker could leverage this vulnerability to execute code in the context of the current process.,disabling security tools,code injection,system misconfiguration,sensitive data exposure,system misconfiguration,Code Injection,Code Injection,Code Injection,code injection
93,CVE-2020-25755,An issue was discovered on Enphase Envoy R3.x and D4.x (and other current) devices. The upgrade_start function in /installer/upgrade_start allows remote authenticated users to execute arbitrary commands via the force parameter.,server-side request forgery,No Label,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
94,CVE-2020-11600,"An issue was discovered on Samsung mobile devices with Q(10.0) software. There is arbitrary code execution in the Fingerprint Trustlet via a memory overwrite. The Samsung IDs are SVE-2019-16587, SVE-2019-16588, SVE-2019-16589 (April 2020).",disabling security tools,No Label,unauthorized access,memory based attack,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
95,CVE-2020-7623,jscover through 1.0.0 is vulnerable to Command Injection. It allows execution of arbitrary command via the source argument.,server-side request forgery,code injection,code injection,unauthorized access,code injection,Code Injection,Code Injection,Code Injection,code injection
96,CVE-2021-35504,Afian FileRun 2021.03.26 allows Remote Code Execution (by administrators) via the Check Path value for the ffmpeg binary.,web session cookie,No Label,insider threat,code injection,insider threat,Code Injection,Code Injection,Code Injection,code injection
97,CVE-2019-15528,An issue was discovered on D-Link DIR-823G devices with firmware V1.0.2B05. There is a command injection in HNAP1 (exploitable with Authentication) via shell metacharacters in the Interface field to SetStaticRouteSettings.,server-side request forgery,No Label,code injection,code injection,code injection,Code Injection,Code Injection,Code Injection,code injection
98,CVE-2019-12661,"A vulnerability in a Virtualization Manager (VMAN) related CLI command of Cisco IOS XE Software could allow an authenticated, local attacker to execute arbitrary commands on the underlying Linux operating system with a privilege level of root. The vulnerability is due to insufficient validation of arguments passed to a specific VMAN CLI command on the affected device. An attacker who has administrator access to an affected device could exploit this vulnerability by including malicious input as the argument of an affected command. A successful exploit could allow the attacker to execute arbitrary commands on the device with root privileges, which may lead to complete system compromise.",disabling security tools,No Label,privilege escalation,command and control,privilege escalation,Code Injection,Code Injection,Code Injection,code injection
99,CVE-2021-34839,This vulnerability allows remote attackers to execute arbitrary code on affected installations of Foxit PDF Reader 11.0.0.49893. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of Annotation objects. The issue results from the lack of validating the existence of an object prior to performing operations on the object. An attacker can leverage this vulnerability to execute code in the context of the current process. Was ZDI-CAN-14020.,disabling security tools,code injection,unauthorized access,unauthorized access,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
100,CVE-2021-33591,An exposed remote debugging port in Naver Comic Viewer prior to 1.0.15.0 allowed a remote attacker to execute arbitrary code via a crafted HTML page.,web session cookie,code injection,unauthorized access,sensitive data exposure,unauthorized access,Code Injection,Code Injection,Code Injection,code injection
101,CVE-2020-3384,"A vulnerability in specific REST API endpoints of Cisco Data Center Network Manager (DCNM) could allow an authenticated, remote attacker to inject arbitrary commands on the underlying operating system with the privileges of the logged-in user. The vulnerability is due to insufficient validation of user-supplied input to the API. An attacker could exploit this vulnerability by sending a crafted request to the API. A successful exploit could allow the attacker to inject arbitrary commands on the underlying operating system.",server-side request forgery,No Label,privilege escalation,sensitive data exposure,privilege escalation,Code Injection,Code Injection,Code Injection,code injection
